X,Y,Pressure,Time
265.375469222083,97.7871333964049,0.0957265,0
265.375469222083,97.7871333964049,0.1223443,15
265.375469222083,97.7871333964049,0.1316239,15
265.375469222083,97.7871333964049,0.1343101,31
265.375469222083,97.7871333964049,0.1343101,31
265.375469222083,97.7871333964049,0.1518926,31
265.375469222083,97.7871333964049,0.1518926,32
265.375469222083,97.7871333964049,0.1589744,46
265.375469222083,97.7871333964049,0.1589744,46
265.375469222083,97.7871333964049,0.1628816,46
265.375469222083,97.7871333964049,0.1628816,47
265.375469222083,97.7871333964049,0.1631258,62
264.867641224403,97.0180669576098,0.1631258,63
264.867641224403,96.9521469771416,0.1631258,77
264.867641224403,96.9521469771416,0.1675214,78
264.867641224403,96.9521469771416,0.1777778,93
264.867641224403,96.9521469771416,0.1777778,93
264.867641224403,96.9521469771416,0.1880342,93
264.867641224403,96.9521469771416,0.2068376,93
264.867641224403,96.9521469771416,0.1880342,94
264.867641224403,96.9521469771416,0.2068376,94
264.867641224403,96.9521469771416,0.221978,109
264.867641224403,96.9521469771416,0.221978,109
264.867641224403,96.9521469771416,0.2393162,109
264.867641224403,96.9521469771416,0.2393162,110
264.867641224403,96.9521469771416,0.2456654,124
264.867641224403,96.9521469771416,0.2537241,125
264.867641224403,96.9521469771416,0.2551893,140
264.867641224403,96.9521469771416,0.2551893,140
264.867641224403,96.9521469771416,0.2600733,140
264.867641224403,96.9521469771416,0.2600733,141
264.867641224403,96.9521469771416,0.2625153,156
264.867641224403,96.9521469771416,0.2632479,157
264.867641224403,96.9521469771416,0.2625153,171
264.867641224403,96.9521469771416,0.2642247,172
264.867641224403,96.9521469771416,0.2666667,187
264.867641224403,96.9521469771416,0.2671551,188
264.867641224403,96.9521469771416,0.2710623,202
264.867641224403,96.9521469771416,0.2710623,202
264.867641224403,96.9521469771416,0.2730159,202
264.867641224403,96.9521469771416,0.2730159,203
264.867641224403,96.9521469771416,0.2727717,218
264.867641224403,96.9521469771416,0.2727717,218
264.867641224403,96.9521469771416,0.2727717,218
264.867641224403,96.9521469771416,0.2727717,219
264.867641224403,96.9521469771416,0.2727717,234
264.867641224403,96.9521469771416,0.2722833,235
264.867641224403,96.9521469771416,0.2688645,249
264.867641224403,96.9521469771416,0.2683761,250
264.867641224403,96.9521469771416,0.2688645,265
264.867641224403,96.9521469771416,0.2688645,265
264.867641224403,97.0180669576098,0.2705739,265
