X,Y,Pressure,Time
103.10224269937,48.8629661751951,0.001953185,0
102.148248526323,46.8334778837814,0.1056551,15
103.10224269937,46.8334778837814,0.04693747,15
103.10224269937,47.8482220294883,0.01760918,15
102.148248526323,46.8334778837814,0.1526231,31
101.107527610272,45.8187337380746,0.215247,32
102.148248526323,45.8187337380746,0.1897946,32
101.107527610272,45.8187337380746,0.2367626,46
101.107527610272,45.8187337380746,0.2367626,46
101.107527610272,45.8187337380746,0.2504654,46
101.107527610272,45.8187337380746,0.2680746,46
101.107527610272,45.8187337380746,0.2504654,62
101.107527610272,45.8187337380746,0.2680746,62
101.107527610272,45.8187337380746,0.2739647,77
101.107527610272,45.8187337380746,0.2837306,78
101.107527610272,45.8187337380746,0.2915739,78
101.107527610272,44.8039895923677,0.2974334,93
101.107527610272,44.8039895923677,0.2974334,93
101.107527610272,44.8039895923677,0.3228858,93
101.107527610272,44.8039895923677,0.3228858,94
101.107527610272,44.8039895923677,0.3287454,109
100.153533437225,43.8673026886383,0.356151,124
100.153533437225,43.8673026886383,0.3698538,124
100.153533437225,44.8039895923677,0.3483078,124
100.153533437225,43.8673026886383,0.3835566,140
100.153533437225,43.8673026886383,0.3972594,141
100.153533437225,43.8673026886383,0.4109317,141
100.153533437225,43.8673026886383,0.4246345,156
100.153533437225,43.8673026886383,0.4246345,156
100.153533437225,43.8673026886383,0.4363842,156
100.153533437225,43.8673026886383,0.4363842,157
100.153533437225,43.8673026886383,0.4481338,171
100.153533437225,43.8673026886383,0.4481338,171
100.153533437225,43.8673026886383,0.4618366,171
100.153533437225,43.8673026886383,0.4618366,172
100.153533437225,43.8673026886383,0.4696493,187
100.153533437225,43.8673026886383,0.4696493,187
100.153533437225,43.8673026886383,0.4794458,187
100.153533437225,43.8673026886383,0.4794458,188
100.153533437225,43.8673026886383,0.4716025,218
100.153533437225,43.8673026886383,0.4755089,218
100.153533437225,43.8673026886383,0.4774926,218
100.153533437225,43.8673026886383,0.4774926,218
100.153533437225,43.8673026886383,0.4716025,219
100.153533437225,43.8673026886383,0.4755089,219
100.153533437225,43.8673026886383,0.4637898,234
100.153533437225,43.8673026886383,0.4676962,234
100.153533437225,43.8673026886383,0.4676962,234
100.153533437225,43.8673026886383,0.4696493,234
100.153533437225,43.8673026886383,0.4637898,235
100.153533437225,43.8673026886383,0.4696493,235
99.1128125211735,46.8334778837814,0.4696493,249
100.153533437225,43.8673026886383,0.4676962,249
100.153533437225,43.8673026886383,0.4676962,249
100.153533437225,44.8039895923677,0.4618366,249
100.153533437225,45.8187337380746,0.4676962,249
99.1128125211735,46.8334778837814,0.4696493,265
100.153533437225,44.8039895923677,0.4618366,265
100.153533437225,45.8187337380746,0.4676962,265
99.1128125211735,47.8482220294883,0.4716025,281
99.1128125211735,47.8482220294883,0.4716025,281
99.1128125211735,48.8629661751951,0.4676962,281
99.1128125211735,48.8629661751951,0.4676962,282
99.1128125211735,49.877710320902,0.4676962,296
99.1128125211735,51.8291413703382,0.4676962,313
99.1128125211735,53.8586296617519,0.4676962,313
99.1128125211735,55.8100607111882,0.4716025,327
99.1128125211735,57.8395490026019,0.4676962,328
99.1128125211735,59.8690372940156,0.4774926,343
99.1128125211735,59.8690372940156,0.4774926,343
99.1128125211735,62.8352124891587,0.4716025,343
99.1128125211735,62.8352124891587,0.4716025,344
99.1128125211735,64.8647007805724,0.481399,359
99.1128125211735,67.8308759757155,0.4774926,360
99.1128125211735,70.9531656548135,0.4794458,360
100.153533437225,73.9193408499566,0.4755089,374
100.153533437225,73.9193408499566,0.4755089,374
100.153533437225,76.9635732870772,0.4755089,374
100.153533437225,76.9635732870772,0.4755089,375
101.107527610272,80.9444926279271,0.4755089,390
101.107527610272,83.9887250650477,0.4716025,391
102.148248526323,85.9401561144839,0.4774926,406
102.148248526323,88.9843885516045,0.4716025,407
102.148248526323,90.9358196010407,0.4794458,421
102.148248526323,90.9358196010407,0.4794458,421
103.10224269937,93.9800520381613,0.4794458,421
103.10224269937,93.9800520381613,0.4794458,422
103.10224269937,96.009540329575,0.4853053,437
103.10224269937,97.9609713790113,0.4833522,438
104.142963615421,101.005203816132,0.4911649,452
104.142963615421,101.005203816132,0.4911649,452
104.142963615421,103.971379011275,0.4872585,452
105.096957788468,106.000867302689,0.4872585,452
104.142963615421,103.971379011275,0.4872585,453
105.096957788468,106.000867302689,0.4872585,453
105.096957788468,108.967042497832,0.4911649,468
106.137678704519,112.011274934952,0.4853053,484
106.137678704519,114.040763226366,0.4931486,484
107.091672877566,117.006938421509,0.4872585,484
107.091672877566,120.05117085863,0.497055,499
108.132393793617,122.002601908066,0.4951018,515
109.173114709669,125.046834345186,0.497055,515
109.173114709669,126.998265394623,0.4931486,515
110.127108882716,130.042497831743,0.4990081,531
110.127108882716,131.99392888118,0.4990081,532
111.167829798767,134.023417172593,0.4951018,546
111.167829798767,134.023417172593,0.4951018,546
111.167829798767,136.052905464007,0.5029145,546
111.167829798767,136.052905464007,0.5029145,547
112.121823971814,137.067649609714,0.4990081,562
112.121823971814,137.067649609714,0.4990081,562
112.121823971814,139.01908065915,0.5048677,562
113.162544887865,140.033824804857,0.5048677,562
113.162544887865,142.063313096271,0.5088046,562
112.121823971814,139.01908065915,0.5048677,577
113.162544887865,140.033824804857,0.5048677,577
113.162544887865,142.063313096271,0.5088046,577
114.116539060912,143.078057241977,0.5048677,593
114.116539060912,145.029488291414,0.5107578,594
115.157259976963,146.044232437121,0.5166174,609
115.157259976963,148.073720728534,0.5166174,610
115.157259976963,149.088464874241,0.5185705,624
116.11125415001,151.039895923677,0.5088046,625
116.11125415001,152.054640069384,0.5185705,625
117.151975066061,154.084128360798,0.512711,640
117.151975066061,154.084128360798,0.512711,640
117.151975066061,155.098872506505,0.5224769,640
118.105969239108,157.050303555941,0.5166174,640
117.151975066061,155.098872506505,0.5224769,656
118.105969239108,157.050303555941,0.5166174,656
118.105969239108,158.065047701648,0.5185705,671
119.14669015516,159.079791847355,0.5166174,687
119.14669015516,160.094535993062,0.5166174,687
119.14669015516,161.109280138768,0.512711,687
119.14669015516,161.109280138768,0.5205237,687
120.100684328207,162.045967042498,0.512711,702
120.100684328207,162.045967042498,0.5185705,702
120.100684328207,162.045967042498,0.5185705,702
120.100684328207,162.045967042498,0.512711,703
120.100684328207,163.060711188205,0.5185705,718
120.100684328207,163.060711188205,0.5244606,718
120.100684328207,163.060711188205,0.5244606,718
120.100684328207,163.060711188205,0.5185705,719
120.100684328207,164.075455333912,0.5224769,734
120.100684328207,164.075455333912,0.5224769,734
120.100684328207,164.075455333912,0.5224769,734
120.100684328207,165.090199479618,0.5224769,734
121.141405244258,165.090199479618,0.5224769,734
120.100684328207,164.075455333912,0.5224769,749
120.100684328207,165.090199479618,0.5224769,749
121.141405244258,165.090199479618,0.5224769,749
121.141405244258,165.090199479618,0.5244606,765
121.141405244258,165.090199479618,0.5244606,765
121.141405244258,166.104943625325,0.5264138,765
121.141405244258,166.104943625325,0.5264138,766
121.141405244258,166.104943625325,0.5244606,781
121.141405244258,166.104943625325,0.5244606,781
121.141405244258,167.041630529055,0.5322734,781
121.141405244258,167.041630529055,0.5322734,782
121.141405244258,167.041630529055,0.5264138,796
121.141405244258,167.041630529055,0.5264138,796
121.141405244258,167.041630529055,0.5303202,796
121.141405244258,167.041630529055,0.5361797,796
121.141405244258,167.041630529055,0.5361797,796
121.141405244258,167.041630529055,0.5303202,812
121.141405244258,167.041630529055,0.5361797,812
121.141405244258,167.041630529055,0.5361797,812
121.141405244258,168.056374674761,0.5322734,827
121.141405244258,168.056374674761,0.5342265,828
121.141405244258,168.056374674761,0.5342265,828
121.141405244258,168.056374674761,0.5342265,843
121.141405244258,168.056374674761,0.5420698,844
121.141405244258,168.056374674761,0.5479293,859
121.141405244258,168.056374674761,0.559679,874
121.141405244258,168.056374674761,0.5635853,874
121.141405244258,168.056374674761,0.5714286,890
121.141405244258,167.041630529055,0.5714286,891
121.141405244258,166.104943625325,0.5811945,906
121.141405244258,166.104943625325,0.5811945,906
121.141405244258,167.041630529055,0.575335,906
121.141405244258,167.041630529055,0.575335,906
121.141405244258,166.104943625325,0.5811945,907
121.141405244258,166.104943625325,0.5811945,907
121.141405244258,164.075455333912,0.5870541,921
120.100684328207,163.060711188205,0.5811945,922
118.105969239108,157.050303555941,0.5948973,937
119.14669015516,159.079791847355,0.5851009,937
120.100684328207,161.109280138768,0.5890378,937
120.100684328207,161.109280138768,0.5890378,937
118.105969239108,157.050303555941,0.5948973,952
119.14669015516,159.079791847355,0.5851009,952
117.151975066061,152.054640069384,0.5890378,968
118.105969239108,155.098872506505,0.5890378,968
118.105969239108,155.098872506505,0.5890378,968
117.151975066061,152.054640069384,0.5890378,969
115.157259976963,143.078057241977,0.5929441,984
116.11125415001,146.044232437121,0.590991,984
117.151975066061,149.088464874241,0.590991,984
117.151975066061,149.088464874241,0.590991,984
115.157259976963,143.078057241977,0.5929441,985
116.11125415001,146.044232437121,0.590991,985
115.157259976963,141.048568950564,0.5890378,999
114.116539060912,138.004336513443,0.5929441,1000
114.116539060912,136.052905464007,0.5890378,1015
113.162544887865,131.99392888118,0.5890378,1031
113.162544887865,134.023417172593,0.5948973,1031
112.121823971814,126.998265394623,0.5851009,1046
112.121823971814,128.01300954033,0.590991,1046
112.121823971814,129.027753686036,0.5890378,1046
112.121823971814,130.042497831743,0.5948973,1046
112.121823971814,130.042497831743,0.5948973,1046
112.121823971814,126.998265394623,0.5851009,1047
112.121823971814,128.01300954033,0.590991,1047
112.121823971814,129.027753686036,0.5890378,1047
112.121823971814,126.998265394623,0.5811945,1062
112.121823971814,126.998265394623,0.5714286,1077
112.121823971814,126.998265394623,0.5831477,1077
112.121823971814,126.998265394623,0.5714286,1093
112.121823971814,126.998265394623,0.5655385,1094
112.121823971814,126.998265394623,0.5616322,1109
112.121823971814,126.998265394623,0.5635853,1109
112.121823971814,126.998265394623,0.5674917,1109
112.121823971814,126.998265394623,0.5674917,1109
112.121823971814,126.998265394623,0.5616322,1110
112.121823971814,126.998265394623,0.5635853,1110
113.162544887865,126.998265394623,0.5616322,1124
114.116539060912,126.998265394623,0.559679,1140
115.157259976963,126.998265394623,0.559679,1140
116.11125415001,126.998265394623,0.5577258,1140
117.151975066061,128.01300954033,0.559679,1156
117.151975066061,128.01300954033,0.559679,1156
118.105969239108,128.01300954033,0.5557726,1156
118.105969239108,128.01300954033,0.5557726,1157
119.14669015516,128.01300954033,0.5635853,1171
120.100684328207,129.027753686036,0.559679,1172
121.141405244258,129.027753686036,0.5655385,1187
121.141405244258,129.027753686036,0.559679,1188
122.182126160309,130.042497831743,0.5616322,1202
123.136120333356,130.042497831743,0.5616322,1203
123.136120333356,130.042497831743,0.559679,1218
123.136120333356,130.042497831743,0.559679,1218
124.176841249407,130.042497831743,0.559679,1218
124.176841249407,130.042497831743,0.559679,1219
124.176841249407,130.042497831743,0.5557726,1234
124.176841249407,130.042497831743,0.5635853,1235
125.130835422454,130.042497831743,0.5616322,1249
125.130835422454,130.042497831743,0.5616322,1249
125.130835422454,130.042497831743,0.5674917,1249
125.130835422454,130.042497831743,0.5674917,1250
126.171556338505,129.027753686036,0.5635853,1265
126.171556338505,129.027753686036,0.5655385,1266
126.171556338505,129.027753686036,0.5655385,1266
127.125550511552,126.998265394623,0.5674917,1266
127.125550511552,128.01300954033,0.5655385,1266
128.166271427604,126.061578490893,0.5674917,1266
127.125550511552,128.01300954033,0.5655385,1281
127.125550511552,126.998265394623,0.5674917,1282
128.166271427604,126.061578490893,0.5674917,1282
129.12026560065,123.017346053773,0.5674917,1296
129.12026560065,125.046834345186,0.5635853,1296
129.12026560065,125.046834345186,0.5635853,1296
129.12026560065,123.017346053773,0.5674917,1297
130.160986516702,119.036426712923,0.5714286,1312
130.160986516702,120.987857762359,0.5733818,1312
130.160986516702,122.002601908066,0.5674917,1312
130.160986516702,122.002601908066,0.5674917,1312
130.160986516702,119.036426712923,0.5714286,1327
130.160986516702,120.987857762359,0.5733818,1327
130.160986516702,118.021682567216,0.575335,1343
130.160986516702,118.021682567216,0.575335,1343
